Id,Predicted
1_939,0.8972720736524852
1_940,0.9134911415615903
1_941,0.9082261360911905
1_942,0.9094688315110521
1_943,0.9027322771267695
1_944,0.9056063075128401
1_945,0.9048015065285661
1_946,0.9072555046137808
1_947,0.8996365573359911
1_948,0.90147634519012
1_949,0.8911754244328073
1_950,0.9050252132102092
1_951,0.9030441123925267
1_952,0.9079478068388107
1_953,0.9128462459836101
1_954,0.9033813144304547
1_955,0.8944232059732664
1_956,0.8859374149883174
1_957,0.8781128015128139
1_958,0.8732644409581352
1_959,0.8658943090579483
1_960,0.8766349673245665
1_961,0.8746236220137539
1_962,0.8650327270017693
1_963,0.8738933134525796
1_964,0.8819317431745574
1_965,0.8803627245723097
1_966,0.8736698130149001
1_967,0.8628990872440828
1_968,0.8435161641899594
1_969,0.8118985114804923
1_970,0.7961759894743652
1_971,0.7817250947425812
1_972,0.76925153544699
1_973,0.7614209132436911
1_974,0.7539451191558851
1_975,0.7425563757610874
1_976,0.7333795198578618
1_977,0.7332990437369739
1_978,0.7309101179885817
1_979,0.7299081474639711
1_980,0.7231719671189403
1_981,0.7100827893814257
1_982,0.6915243863597429
1_983,0.683559674388875
1_984,0.6721426551848877
1_985,0.6654027575912712
1_986,0.6544084554456215
1_987,0.6495245316826305
1_988,0.6454901064318526
1_989,0.6696605231349297
1_990,0.6969549373650904
1_991,0.6983843716779141
1_992,0.6994779714517497
1_993,0.7357817628135419
1_994,0.7277985836242415
1_995,0.7116096802111986
1_996,0.6978622694573702
1_997,0.6856021742929613
1_998,0.6390181191674555
1_999,0.5956945129585671
1_1000,0.591498996866781
1_1001,0.5875282507795888
1_1002,0.5449933935039798
1_1003,0.5408457489528274
1_1004,0.5330140832592108
1_1005,0.5381874195403723
1_1006,0.5438915829072771
1_1007,0.5472132885276129
1_1008,0.540759478393873
1_1009,0.5310112875362618
1_1010,0.5314227947615582
1_1011,0.5758630472903425
1_1012,0.573342564523499
1_1013,0.5684984808370664
1_1014,0.5584562949319217
1_1015,0.5448402712943294
1_1016,0.5309848672204504
1_1017,0.5231923985909008
1_1018,0.5152162139736491
1_1019,0.514159407179956
1_1020,0.47046105521112297
1_1021,0.466914087129233
1_1022,0.4581822392068424
